                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     90,                0.67819,                0.13698,                0.10946,                 0.5883,                0.98235,                0.91603,                0.92308,                 0.9412,                0.71902,                0.91603,                0.92308,                0.96255,                0.94985,                0.90558,                  0.299,                 0.0972,                0.57973,                 1.0528,              0.0008252,              0.0008252,              0.0008252
                     91,                0.61354,                0.12222,                0.07819,                0.53633,                0.92682,                0.99105,                0.96154,                0.96574,                0.75113,                0.99105,                0.96154,                0.98864,                0.97511,                0.82569,                0.27376,                0.12835,                0.54978,                0.96999,               0.000812,               0.000812,               0.000812
                     92,                0.63116,                0.11909,                0.09405,                0.54437,                 0.9322,                0.95125,                0.96154,                  0.964,                0.73766,                0.95125,                0.96154,                0.98728,                0.96786,                0.91678,                0.30383,                0.16835,                0.53473,                 1.0223,              0.0007988,              0.0007988,              0.0007988
                     93,                 0.6412,                0.13205,                0.08097,                0.54586,                0.96001,                 0.9965,                0.96154,                0.96771,                0.72528,                 0.9965,                0.96154,                 0.9919,                0.98316,                0.91177,                 0.3162,                0.15466,                0.55025,                 1.0218,              0.0007856,              0.0007856,              0.0007856
                     94,                0.63219,                0.13261,                0.08411,                0.52789,                0.94291,                      1,                0.94621,                0.96948,                0.73582,                 0.8788,                0.83689,                0.81321,                0.80596,                0.95695,                0.68648,                0.16489,                0.54245,                  1.038,              0.0007724,              0.0007724,              0.0007724
                     95,                0.61018,                0.11619,                0.12182,                0.54118,                 0.9397,                0.98818,                0.96154,                0.98553,                0.70948,                0.90888,                0.88462,                0.89906,                0.85543,                 1.0071,                0.64866,                0.13861,                  0.553,                 1.0594,              0.0007592,              0.0007592,              0.0007592
                     96,                0.64071,                 0.1387,                0.11338,                0.54523,                0.93363,                      1,                0.94986,                0.96948,                 0.6869,                0.95951,                 0.9117,                0.93913,                0.89954,                  1.044,                0.55535,                  0.167,                0.55008,                 1.1169,               0.000746,               0.000746,               0.000746
                     97,                0.61935,                0.12795,                0.08321,                0.51847,                 0.9391,                      1,                0.95048,                0.98092,                0.70154,                      1,                0.95048,                  0.991,                0.92383,                 1.0144,                0.44437,                0.10994,                0.52326,                  1.124,              0.0007328,              0.0007328,              0.0007328
                     98,                0.62363,                  0.144,                0.10522,                0.50544,                0.93198,                0.99075,                0.92308,                0.98006,                0.72827,                0.94891,                0.88462,                0.94467,                0.92895,                0.92857,                 0.4355,                0.09563,                0.54544,                 1.0159,              0.0007196,              0.0007196,              0.0007196
                     99,                0.61535,                0.13053,                0.09227,                0.51682,                 0.9655,                0.99334,                0.92308,                0.98071,                 0.7518,                0.99334,                0.92308,                0.98671,                0.92952,                0.91925,                0.45719,                0.17331,                 0.5108,                 1.0079,              0.0007064,              0.0007064,              0.0007064
                    100,                0.59155,                0.12398,                0.09025,                0.52111,                0.93443,                0.99444,                0.92308,                0.98124,                0.76022,                0.99444,                0.92308,                0.98671,                0.90304,                0.90451,                 0.4649,                0.17791,                0.50749,                0.97854,              0.0006932,              0.0006932,              0.0006932
                    101,                0.61239,                0.14229,                0.12766,                0.52059,                0.92116,                0.98358,                0.96154,                0.98667,                0.74252,                0.98358,                0.96154,                0.99016,                0.96272,                0.90483,                0.29482,                0.13167,                 0.5519,                 1.0043,                0.00068,                0.00068,                0.00068
                    102,                0.61222,                0.11215,                0.09515,                0.55322,                0.94193,                0.99716,                0.88462,                0.97714,                0.75557,                0.92837,                0.99701,                0.98714,                0.94224,                0.85236,                0.41625,                0.14205,                0.54332,                0.98183,              0.0006668,              0.0006668,              0.0006668
                    103,                0.58853,                 0.1406,                0.08407,                0.49864,                0.93882,                      1,                0.90973,                0.96483,                0.75898,                      1,                0.90973,                0.98464,                0.94946,                0.86375,                0.58295,                0.13752,                0.50399,                 0.9656,              0.0006536,              0.0006536,              0.0006536
                    104,                0.51831,                0.09435,                0.08114,                0.47644,                0.91067,                0.99297,                0.92308,                0.98256,                0.74884,                0.95099,                0.88462,                0.95176,                0.90803,                0.89294,                0.52198,                0.11951,                0.55044,                0.95025,              0.0006404,              0.0006404,              0.0006404
                    105,                0.57728,                0.12821,                0.10962,                0.49053,                0.91774,                0.95132,                0.96154,                0.97503,                0.75356,                0.95132,                0.96154,                0.98331,                0.95738,                 0.8955,                0.31262,                0.09628,                0.50866,                0.96713,              0.0006272,              0.0006272,              0.0006272
                    106,                 0.5912,                  0.135,                0.08093,                0.49834,                0.94803,                      1,                0.95181,                0.97918,                0.72609,                0.95962,                0.91421,                0.95425,                0.92794,                 0.9312,                0.52479,                0.12006,                0.56218,                 1.0155,               0.000614,               0.000614,               0.000614
                    107,                0.58968,                 0.1711,                0.09735,                0.52318,                 0.9317,                0.98059,                0.92308,                0.96761,                0.73971,                0.92225,                0.91275,                0.94114,                0.89269,                 0.8927,                0.59434,                0.09418,                0.55042,                0.98627,              0.0006008,              0.0006008,              0.0006008
                    108,                0.55175,                0.10567,                0.10255,                0.48687,                0.92202,                0.95775,                0.96154,                0.96811,                0.75272,                0.91919,                0.92308,                  0.943,                0.87435,                0.87856,                0.58928,                0.07276,                0.53756,                 0.9725,              0.0005876,              0.0005876,              0.0005876
                    109,                0.51838,                0.10298,                0.08759,                 0.4538,                0.88715,                0.96131,                0.95576,                0.96458,                0.73843,                0.92265,                 0.9178,                0.94253,                0.88259,                0.94256,                0.62763,                0.05675,                0.53196,                 1.0577,              0.0005744,              0.0005744,              0.0005744
                    110,                0.60166,                0.16427,                0.09344,                0.51963,                0.93984,                0.95286,                0.92308,                0.97084,                0.74274,                0.86193,                0.96154,                0.94169,                0.90511,                0.90917,                0.55543,                0.08208,                0.53803,                0.98642,              0.0005612,              0.0005612,              0.0005612
                    111,                 0.5641,                0.11855,                0.07566,                0.48295,                 0.9247,                0.95999,                0.92277,                0.96438,                0.75349,                0.89596,                0.99388,                0.98616,                0.90974,                0.86762,                0.39572,                0.15838,                0.51168,                0.95706,               0.000548,               0.000548,               0.000548
                    112,                0.53121,                0.10913,                0.09487,                0.46355,                0.89301,                0.96097,                0.94735,                0.98119,                0.73608,                0.96097,                0.94735,                0.98862,                0.94013,                0.84932,                0.36764,                0.13445,                0.49679,                0.97039,              0.0005348,              0.0005348,              0.0005348
                    113,                 0.5625,                0.09579,                0.08274,                0.49956,                0.92757,                0.94811,                0.96154,                0.97317,                0.74929,                0.91019,                0.92308,                 0.9304,                0.92874,                0.85547,                0.38659,                0.09448,                0.51974,                0.97635,              0.0005216,              0.0005216,              0.0005216
                    114,                0.52387,                0.11409,                 0.0847,                0.49231,                0.91905,                 0.9947,                0.96154,                0.96988,                0.72934,                0.95492,                0.92308,                0.94051,                0.92708,                0.91285,                0.47652,                0.08414,                0.51841,                 1.0161,              0.0005084,              0.0005084,              0.0005084
                    115,                0.50866,                0.08977,                0.06932,                0.42923,                0.92128,                 0.9971,                0.96154,                0.98314,                0.71589,                 0.9568,                0.92308,                0.94051,                0.93019,                0.86637,                0.50209,                0.06643,                0.52381,                0.97672,              0.0004952,              0.0004952,              0.0004952
                    116,                0.51117,                0.11799,                0.14534,                  0.445,                0.90367,                0.96129,                0.95531,                 0.9863,                0.73829,                0.92259,                0.91701,                 0.9308,                0.91736,                0.85242,                0.49648,                 0.0748,                0.49734,                0.96868,               0.000482,               0.000482,               0.000482
                    117,                0.50524,                0.08468,                0.06863,                0.43318,                0.89489,                0.96139,                0.95784,                  0.983,                0.72654,                0.92281,                0.91975,                0.94413,                0.92876,                0.85562,                0.49378,                0.17108,                0.49971,                0.95667,              0.0004688,              0.0004688,              0.0004688
                    118,                0.51378,                0.12133,                0.09283,                0.46616,                0.92041,                0.95544,                0.96154,                0.98882,                0.75232,                0.91706,                0.92308,                0.94563,                0.93414,                0.84484,                0.41951,                0.11616,                 0.5516,                0.94907,              0.0004556,              0.0004556,              0.0004556
                    119,                0.49694,                0.08715,                0.09213,                 0.4444,                 0.8994,                0.94922,                0.96154,                0.97852,                0.73637,                0.94922,                0.96154,                0.98882,                0.94864,                0.91763,                0.37275,                0.09031,                0.56371,                0.97803,              0.0004424,              0.0004424,              0.0004424
                    120,                0.54194,                 0.0935,                0.07853,                 0.4651,                0.92632,                0.98705,                0.92308,                0.96911,                0.74543,                 0.8925,                0.95808,                0.94704,                0.94704,                 0.9069,                0.37674,                0.07241,                0.58398,                0.98443,              0.0004292,              0.0004292,              0.0004292
                    121,                  0.567,                0.10693,                0.09896,                 0.4628,                0.93314,                0.95841,                0.96154,                 0.9692,                0.71941,                0.92562,                0.95736,                0.95523,                0.92491,                0.97929,                0.42589,                0.07443,                 0.5493,                 1.0649,               0.000416,               0.000416,               0.000416
