                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     94,                0.70318,                0.13674,                0.09908,                0.59486,                0.97402,                0.89479,                0.93243,                0.95299,                0.73448,                0.93614,                0.89189,                 0.9472,                0.91671,                0.94444,                0.70363,                0.05571,                0.57303,                 1.0629,              0.0007724,              0.0007724,              0.0007724
                     95,                0.72742,                 0.1357,                0.08522,                 0.6073,                0.99051,                0.95887,                0.94511,                0.97577,                0.73439,                0.94516,                0.93171,                0.97963,                0.92559,                0.96578,                0.55643,                  0.077,                0.59636,                 1.0555,              0.0007592,              0.0007592,              0.0007592
                     96,                0.71554,                 0.1273,                0.09699,                 0.5806,                0.97496,                0.92955,                0.89146,                0.95922,                0.70346,                0.97137,                0.87838,                0.96971,                 0.9202,                0.93664,                0.57542,                0.06063,                0.65668,                 1.0407,               0.000746,               0.000746,               0.000746
                     97,                0.70364,                0.11935,                 0.0863,                0.59044,                0.96595,                0.95614,                0.88385,                0.94497,                0.71212,                0.93309,                0.94231,                0.96966,                0.92245,                0.99366,                0.73376,                0.06932,                0.56553,                 1.0757,              0.0007328,              0.0007328,              0.0007328
                     98,                0.72327,                0.14821,                0.08471,                0.61017,                0.98785,                 0.9133,                0.85412,                0.91693,                0.69363,                0.95635,                0.88836,                0.93834,                0.89055,                 0.9513,                0.88553,                0.06286,                0.60665,                 1.0448,              0.0007196,              0.0007196,              0.0007196
                     99,                0.71643,                0.15634,                0.09803,                0.61355,                 0.9845,                0.96591,                0.90541,                0.96375,                0.69456,                0.94262,                0.88801,                0.93803,                0.89913,                 1.0527,                0.91004,                0.05678,                0.61222,                 1.1018,              0.0007064,              0.0007064,              0.0007064
                    100,                0.68016,                0.12567,                0.07191,                0.59272,                0.96343,                0.98504,                0.88957,                0.96166,                0.72071,                0.98505,                 0.8906,                0.95722,                0.92812,                0.94041,                0.79559,                0.06623,                0.62164,                 1.0457,              0.0006932,              0.0006932,              0.0006932
                    101,                0.67788,                0.12055,                0.08437,                 0.5822,                0.96348,                0.87016,                0.95946,                0.95245,                0.73185,                 0.9423,                0.88273,                0.94984,                0.89329,                0.90138,                0.69673,                0.09387,                0.59102,                 1.0412,                0.00068,                0.00068,                0.00068
                    102,                0.69041,                 0.1301,                0.07804,                0.59334,                0.98341,                0.90626,                0.91454,                0.93804,                0.72358,                0.93301,                0.94107,                0.97718,                0.93817,                0.91295,                0.49093,                0.06244,                 0.5877,                 1.0601,              0.0006668,              0.0006668,              0.0006668
                    103,                0.69522,                0.13179,                0.09743,                0.59426,                 0.9823,                0.94206,                0.90541,                0.94672,                 0.7231,                 0.9398,                0.90541,                0.95819,                0.93024,                0.92736,                0.81377,                0.12709,                0.56909,                 1.0958,              0.0006536,              0.0006536,              0.0006536
                    104,                0.69457,                0.12692,                0.08809,                0.59259,                0.96908,                0.91902,                0.94595,                0.97522,                0.72716,                0.97092,                0.90243,                0.96811,                0.92488,                0.94813,                0.70717,                0.11138,                0.58271,                 1.1108,              0.0006404,              0.0006404,              0.0006404
                    105,                 0.6662,                0.16097,                0.08481,                0.57995,                0.95647,                0.98388,                0.90541,                0.96507,                0.71288,                0.89368,                0.90871,                0.94578,                0.91812,                0.95529,                0.78347,                 0.1071,                0.57156,                 1.0689,              0.0006272,              0.0006272,              0.0006272
                    106,                0.67716,                0.14056,                0.09208,                0.55551,                0.97188,                0.93916,                0.89189,                0.95984,                0.72944,                 0.9176,                0.91892,                0.95846,                0.93689,                0.97389,                0.60758,                0.05794,                0.58067,                 1.0546,               0.000614,               0.000614,               0.000614
                    107,                0.66269,                0.12325,                0.07703,                0.54566,                0.94937,                0.95123,                0.89189,                0.96551,                0.73534,                0.93926,                0.91892,                0.95981,                0.93346,                0.94152,                0.69475,                0.11108,                0.56503,                 1.0329,              0.0006008,              0.0006008,              0.0006008
                    108,                0.67102,                0.13669,                0.08641,                0.55686,                0.96187,                0.97037,                0.88507,                0.95742,                0.71111,                0.97954,                0.89189,                0.96337,                0.93364,                0.96621,                0.63631,                0.08533,                0.59704,                 1.0847,              0.0005876,              0.0005876,              0.0005876
                    109,                0.67315,                0.10537,                0.09166,                0.56154,                0.95718,                0.93748,                0.87838,                0.95643,                0.70633,                0.97178,                0.93089,                0.97782,                0.94534,                0.99034,                0.46242,                0.04427,                0.56291,                 1.0736,              0.0005744,              0.0005744,              0.0005744
                    110,                0.65287,                0.10689,                0.07714,                0.55101,                0.95319,                0.92138,                0.91892,                 0.9674,                  0.717,                0.92888,                0.88259,                0.93634,                0.91592,                0.93098,                0.69059,                0.08916,                 0.5599,                 1.0429,              0.0005612,              0.0005612,              0.0005612
                    111,                0.65967,                0.12086,                0.07472,                0.55793,                0.96954,                0.91098,                0.91892,                0.95498,                0.71802,                0.92248,                0.86486,                0.89715,                0.87002,                0.94125,                0.77132,                0.07581,                0.55152,                 1.0473,               0.000548,               0.000548,               0.000548
                    112,                0.65022,                0.11197,                0.07922,                 0.5571,                0.95724,                 0.9441,                0.91297,                0.96723,                0.72963,                 0.9503,                0.91892,                0.94929,                 0.9311,                0.86816,                0.67334,                0.07675,                0.57985,                 1.0256,              0.0005348,              0.0005348,              0.0005348
                    113,                0.64561,                0.10952,                0.07684,                0.55158,                0.95715,                0.91057,                0.89189,                0.96164,                0.75585,                0.91716,                 0.8977,                0.95895,                0.93721,                0.87165,                0.76212,                0.08763,                0.53617,                 1.0147,              0.0005216,              0.0005216,              0.0005216
                    114,                0.64421,                0.11245,                0.09034,                0.54119,                0.95009,                0.86863,                0.91892,                0.93498,                0.73474,                0.96487,                0.90541,                0.96267,                0.93982,                0.92979,                0.81024,                 0.0885,                0.57797,                 1.0574,              0.0005084,              0.0005084,              0.0005084
                    115,                0.64764,                  0.103,                0.09144,                0.54604,                0.95438,                0.92859,                0.89189,                0.95694,                0.73425,                0.95437,                0.91892,                0.95253,                 0.9304,                0.90912,                0.79627,                0.08481,                0.54505,                 1.0441,              0.0004952,              0.0004952,              0.0004952
                    116,                0.63342,                0.08916,                0.07712,                0.53743,                 0.9477,                0.94211,                0.89189,                0.95368,                0.75142,                0.94211,                0.89189,                0.95931,                0.93645,                 0.8956,                0.74778,                0.04146,                0.56527,                 1.0631,               0.000482,               0.000482,               0.000482
                    117,                0.61054,                0.09479,                0.06946,                0.53684,                0.94524,                 0.9294,                0.88947,                0.95581,                0.75051,                0.98227,                0.89189,                0.96144,                0.94475,                 0.9147,                0.74204,                0.05995,                0.58405,                 1.0507,              0.0004688,              0.0004688,              0.0004688
                    118,                0.63089,                0.11881,                0.09075,                0.54697,                0.94658,                0.98549,                0.91782,                0.97559,                0.75794,                0.95809,                0.91892,                0.96569,                0.90443,                0.93385,                0.71075,                0.04961,                0.54563,                 1.0674,              0.0004556,              0.0004556,              0.0004556
                    119,                0.62578,                0.10237,                0.08365,                0.53691,                0.94479,                0.94358,                0.90541,                0.94758,                0.72978,                0.89591,                0.93047,                0.95288,                0.91298,                0.92776,                0.70348,                0.06659,                 0.5661,                 1.0512,              0.0004424,              0.0004424,              0.0004424
                    120,                0.63259,                0.09515,                0.06878,                0.53948,                0.94272,                 0.9624,                0.87838,                0.96211,                0.74765,                0.95558,                0.87221,                0.95076,                0.93102,                0.90201,                 0.7529,                0.09556,                0.54616,                 1.0187,              0.0004292,              0.0004292,              0.0004292
                    121,                0.63115,                0.08693,                0.07299,                0.54704,                 0.9582,                0.91623,                0.88681,                0.95647,                0.75409,                 0.9312,                0.86486,                0.94641,                0.92204,                0.89364,                0.67991,                0.13072,                0.57546,                 1.0404,               0.000416,               0.000416,               0.000416
                    122,                0.59126,                0.09327,                0.07604,                0.51493,                0.93368,                 0.9248,                0.93243,                 0.9625,                0.75113,                0.91837,                0.90541,                  0.953,                0.92506,                0.90392,                0.60961,                0.10606,                0.56546,                 1.0367,              0.0004028,              0.0004028,              0.0004028
                    123,                0.59526,                0.10541,                0.09256,                 0.5244,                  0.954,                0.97139,                0.91761,                0.97412,                0.74347,                0.93161,                0.93243,                0.95275,                 0.9318,                0.91235,                0.64564,                0.07558,                0.54013,                  1.074,              0.0003896,              0.0003896,              0.0003896
                    124,                0.60227,                0.08938,                0.07172,                 0.5122,                 0.9426,                0.96063,                0.89189,                0.96843,                0.74625,                0.95317,                0.89189,                0.94704,                0.91509,                0.90666,                0.76667,                0.09936,                0.54414,                  1.045,              0.0003764,              0.0003764,              0.0003764
                    125,                0.58671,                0.11754,                0.07809,                  0.518,                0.93452,                0.93137,                0.91691,                0.96305,                0.75431,                0.90855,                0.93982,                0.94095,                0.89943,                 0.8677,                0.80033,                0.07598,                0.52981,                 1.0109,              0.0003632,              0.0003632,              0.0003632
                    126,                0.59077,                0.09198,                0.07059,                  0.495,                0.93511,                0.92792,                0.90541,                0.95616,                0.74419,                0.93141,                 0.9176,                0.95675,                0.93263,                0.90621,                0.59802,                0.05826,                0.53944,                 1.0402,                0.00035,                0.00035,                0.00035
                    127,                0.59015,                0.08509,                0.07363,                 0.5047,                0.93855,                0.93862,                0.90541,                0.95607,                0.75011,                 0.9077,                0.93026,                0.95204,                0.93804,                0.91722,                0.52654,                0.08369,                0.53312,                 1.0374,              0.0003368,              0.0003368,              0.0003368
                    128,                0.59825,                0.10271,                0.07258,                0.52959,                0.93736,                0.93107,                0.91892,                0.96756,                0.75229,                0.95729,                 0.9086,                0.95797,                0.94516,                0.88809,                0.49889,                0.07701,                0.55432,                 1.0244,              0.0003236,              0.0003236,              0.0003236
                    129,                0.58313,                0.08806,                0.05912,                0.50456,                0.93528,                0.93131,                0.91616,                0.95919,                0.75814,                 0.9425,                0.91892,                0.95885,                0.94625,                0.90273,                0.43241,                0.07818,                0.52987,                 1.0104,              0.0003104,              0.0003104,              0.0003104
                    130,                0.58804,                0.09504,                0.07437,                0.52018,                0.94293,                0.92519,                0.91892,                0.95692,                0.74633,                0.93117,                0.93243,                0.95947,                0.92606,                0.90756,                0.52908,                0.06632,                0.56507,                 1.0167,              0.0002972,              0.0002972,              0.0002972
                    131,                0.56424,                0.08646,                0.06496,                0.49131,                0.92652,                0.89639,                0.94595,                 0.9617,                0.75492,                0.92808,                0.91892,                0.95129,                0.92351,                0.90792,                0.55626,                0.06684,                0.55475,                 1.0153,               0.000284,               0.000284,               0.000284
                    132,                0.56787,                0.08002,                0.06876,                0.48873,                0.91868,                0.91875,                0.91892,                0.95052,                0.74543,                0.92991,                0.91892,                0.95807,                0.91965,                0.89746,                0.53422,                0.09268,                0.52645,                 1.0362,              0.0002708,              0.0002708,              0.0002708
                    133,                0.57373,                0.09559,                 0.0719,                 0.5145,                 0.9371,                0.92753,                0.90541,                0.95772,                0.75311,                0.95596,                0.90541,                0.95607,                0.92483,                 0.9037,                0.50652,                0.07741,                0.52144,                 1.0512,              0.0002576,              0.0002576,              0.0002576
                    134,                  0.558,                0.07899,                 0.0671,                0.48383,                 0.9283,                 0.9253,                0.89189,                0.96341,                0.76055,                 0.9392,                0.91892,                0.96282,                0.93351,                0.89076,                0.49002,                0.07466,                0.52456,                 1.0402,              0.0002444,              0.0002444,              0.0002444
                    135,                0.56018,                0.10991,                0.07877,                0.48952,                0.91759,                0.91202,                0.90541,                0.95851,                 0.7591,                0.93939,                0.93243,                0.97038,                0.93531,                0.91722,                0.48891,                0.07237,                0.55726,                 1.0574,              0.0002312,              0.0002312,              0.0002312
                    136,                0.56986,                0.07952,                0.06569,                0.50285,                0.93567,                0.92993,                0.89671,                0.96168,                0.75136,                0.93357,                0.90541,                0.96097,                0.93641,                0.93622,                0.47812,                0.06792,                0.53816,                 1.0336,               0.000218,               0.000218,               0.000218
                    137,                0.54135,                0.10535,                0.06405,                0.47501,                0.91855,                 0.9247,                0.90541,                 0.9543,                0.75893,                0.93163,                0.92073,                0.97039,                 0.9456,                0.90545,                0.42218,                0.06402,                0.52683,                 1.0254,              0.0002048,              0.0002048,              0.0002048
                    138,                0.53515,                0.07649,                0.06309,                0.47145,                0.91861,                0.91861,                0.91521,                0.95737,                0.75811,                0.94432,                0.91672,                0.96957,                0.94297,                0.89863,                0.43182,                0.06269,                0.53198,                  1.037,              0.0001916,              0.0001916,              0.0001916
                    139,                0.55374,                0.09138,                0.06093,                0.47522,                 0.9303,                0.92953,                0.89125,                0.95794,                0.75325,                 0.9582,                0.92947,                0.96302,                0.94191,                0.93596,                0.38622,                0.07557,                0.52979,                 1.0383,              0.0001784,              0.0001784,              0.0001784
                    140,                0.56245,                0.08801,                0.05814,                 0.4724,                0.92956,                0.88068,                0.94595,                0.96027,                0.75638,                0.93306,                0.94187,                0.96303,                0.94609,                0.94145,                0.43898,                 0.0779,                0.53579,                 1.0427,              0.0001652,              0.0001652,              0.0001652
                    141,                0.51445,                0.06587,                0.06004,                0.39804,                0.91129,                0.96122,                0.91892,                0.97249,                0.74571,                0.94011,                0.91892,                0.95191,                0.92483,                0.95104,                0.63517,                0.11393,                0.52938,                 1.0715,               0.000152,               0.000152,               0.000152
                    142,                0.49661,                0.05551,                0.07612,                0.37903,                0.90286,                0.97941,                0.90541,                0.96504,                0.74077,                0.93223,                0.92954,                0.95122,                0.92273,                0.90803,                0.67152,                0.10289,                0.55392,                  1.032,              0.0001388,              0.0001388,              0.0001388
                    143,                 0.4787,                0.04999,                0.05501,                0.36812,                 0.8888,                0.97115,                0.90985,                0.96673,                0.75802,                0.94428,                0.91609,                0.95685,                0.92121,                0.89507,                0.66634,                0.09525,                0.54376,                 1.0466,              0.0001256,              0.0001256,              0.0001256
                    144,                0.47563,                0.06321,                0.05076,                0.37239,                0.90283,                0.96903,                0.89189,                0.95492,                0.75283,                0.93439,                0.91892,                0.95339,                0.92937,                0.92048,                 0.6427,                0.09331,                0.53605,                 1.0513,              0.0001124,              0.0001124,              0.0001124
                    145,                0.46025,                0.04696,                0.04369,                0.36093,                0.89145,                0.96409,                0.89189,                0.96608,                0.76067,                0.94311,                0.91892,                0.94696,                0.92711,                0.86709,                0.57918,                0.09878,                0.52229,                 1.0153,               9.92e-05,               9.92e-05,               9.92e-05
                    146,                0.47082,                0.04885,                0.06367,                0.36597,                0.88688,                  0.968,                0.91892,                0.96694,                0.75621,                 0.9313,                0.91601,                0.94645,                0.92514,                 0.8589,                0.56139,                 0.1028,                0.53243,                 1.0099,                8.6e-05,                8.6e-05,                8.6e-05
                    147,                 0.4729,                 0.0524,                0.06177,                0.37273,                0.89731,                 0.9568,                0.89788,                0.96525,                0.76178,                   0.94,                0.91892,                0.94764,                0.92934,                0.87937,                0.62653,                0.11108,                0.54866,                 1.0193,               7.28e-05,               7.28e-05,               7.28e-05
                    148,                0.43541,                 0.0516,                0.04686,                0.35464,                0.87988,                0.95461,                0.90541,                0.96595,                0.75875,                 0.9315,                0.91887,                0.94695,                0.92983,                0.86473,                0.63349,                0.12724,                0.53864,                 1.0111,               5.96e-05,               5.96e-05,               5.96e-05
                    149,                 0.4509,                0.05956,                0.06337,                0.35582,                0.88729,                0.94318,                0.91892,                0.96759,                0.76904,                0.93143,                0.91787,                 0.9467,                0.93251,                 0.8677,                0.63722,                0.12223,                0.54815,                 1.0116,               4.64e-05,               4.64e-05,               4.64e-05
                    150,                0.46605,                0.04722,                0.05379,                0.36894,                0.89248,                0.94307,                0.91892,                 0.9679,                 0.7644,                0.93099,                0.91892,                0.94836,                0.93182,                0.86609,                0.65276,                0.11591,                0.54924,                 1.0144,               3.32e-05,               3.32e-05,               3.32e-05
